類・品目,総合,生鮮食品を除く総合,持家の帰属家賃を除く総合,持家の帰属家賃及び生鮮食品を除く総合,食料（酒類を除く）及びエネルギーを除く総合,食料,生鮮食品,生鮮食品を除く食料,穀類,魚介類,生鮮魚介,肉類,乳卵類,野菜・海藻,生鮮野菜,果物,生鮮果物,油脂・調味料,菓子類,調理食品,飲料,酒類,外食,住居,持家の帰属家賃を除く住居,家賃,持家の帰属家賃を除く家賃,設備修繕・維持,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,室内装備品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,衣料,和服,洋服,シャツ・セーター・下着類,シャツ・セーター類,下着類,履物類,他の被服類,被服関連サービス,保健医療,医薬品・健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,エネルギー,教育関係費,教養娯楽関係費,情報通信関係費
199112,98.5,98,100,99.7,99.3,97,102.7,95.7,106.4,102.4,107.7,89,102.9,95.3,97.6,108.2,106.8,112,90.4,92.1,107,104,89.8,89.3,91.1,89.3,92.9,88.9,91.2,115.5,82.4,64.8,72.3,148.3,263.5,136.4,139.4,102.6,136.7,81.7,105.8,112.3,107.3,113.2,103.6,109.8,89.8,99.5,102.3,86.8,85.5,106.4,135.5,63.7,105.5,91.2,102.8,139.4,82.6,83.6,80.3,78.8,114.4,1085.9,112.7,81,93,89.5,85.9,110.6,86.3,69.9,66.1,,83.2,112.4,
199201,98.3,97.8,99.8,99.3,98.8,97.3,104.9,95.7,106.8,104,110.2,89.3,98.1,94.6,96.2,115.7,114.5,112.2,90.6,92.3,107,104,90.2,89.4,91.4,89.4,93.1,89.4,91.2,115.5,82.4,64.7,72.3,148.1,263.3,136.6,138.4,102.9,136.7,81.7,100.7,104.3,107.3,104.1,98.5,102.5,89.8,99.2,101.5,87,86.2,106.3,135.9,64.6,105.7,91.3,103.1,139.4,82.6,83.6,80.3,78.8,114.7,1082.6,112.6,82.1,93.4,89.5,86.3,110.5,85.9,69.9,66.1,,83.2,112.8,
199202,98.2,97.8,99.7,99.3,98.8,97.1,102.4,95.9,107.3,103.7,109.1,89.4,97.9,93.1,93.7,111.3,110,112.4,90.9,92.4,107.1,104,90.2,89.6,91.5,89.6,93.2,89.4,91.1,115.5,82.4,63.3,72.5,148.3,262.5,138,138.3,103.3,136.7,81.7,99.5,102.8,107.3,102.2,96.2,99,89.8,99.2,101.6,87.2,86.1,106.4,135.8,64.6,105.6,91.3,102.9,139.4,82.6,83.6,80.3,78.8,115.6,1088.2,113,85.1,93.4,89.5,86.4,110.5,86.2,69.9,66.1,,83.5,113.4,
199203,98.7,98.1,100,99.8,99.5,97.3,103,96.1,107.4,103,107.5,89.5,98.6,92.4,92.4,117.6,116.4,112.4,91,92.6,107.7,104,90.4,89.8,91.7,89.7,93.3,89.8,91.1,115.5,82.5,62.9,72.5,148.3,262.5,138.1,137.6,103.6,136.5,81.7,102.1,107.5,107.3,107.7,97.5,100.6,90.3,99.9,102.7,87.7,86.2,106.3,135.8,64.6,105.6,91.4,102.8,139.4,82.6,83.6,80.3,79.3,116,1088.2,113.9,85.4,93.8,89.7,86.7,110.5,86.5,69.9,66.1,,83.6,113.9,
199204,99.7,99,101.3,100.6,100.5,98.5,108.6,96.4,107.5,104.2,109,89.6,97.3,99.5,103.7,119.7,118.6,112.3,91.2,92.8,110.6,103.8,90.9,90.3,92.6,90.2,94,90.9,91.2,115.5,82.6,62.3,73.2,148.9,262.7,139.2,137.9,103.9,136.4,83.8,105,110.6,107.4,111.4,102.3,107.6,90.3,100.2,103.5,88.3,88.1,106.2,136.2,67.4,105.6,91.6,102.5,139.4,86.1,87.4,80.3,82.1,117.1,1090.4,114,85.5,95.4,90,87.3,110.4,86.9,69.9,66.7,,86.5,114.7,
199205,99.8,99.4,101.4,101,100.9,98,104.8,96.5,107.6,103.6,107.4,89.5,96.7,92.8,92.7,124.3,123.3,112,91,93.2,111.5,103.8,91.1,90.7,93,90.6,94.6,91.1,91.2,115.5,82.6,62.1,73.3,149.2,263.5,139.6,137.7,104.2,136.1,84.2,106.6,113.1,108,114.2,104.2,110.2,90.5,100.3,103.4,88.4,88.1,106.5,136.3,67.4,105.6,91.6,102.6,139.4,86.1,87.4,80.3,82.1,117.5,1089.3,114.1,85.6,95.9,90.1,87.7,110.4,87,69.9,66.7,,86.6,115,
199206,99.7,99.5,101.1,101,101,97.3,100.2,96.7,107.7,102.1,104.6,89.4,96.8,92.3,91.7,111.8,110.5,113,91.2,93.3,111.9,103.8,91.3,91.1,93.4,91,95,91.5,91.3,115.5,82.5,62.1,73.5,149.2,263.3,140,137.9,104.3,136.1,84.2,106.7,112.8,107.9,113.8,105.2,111.4,90.8,100.4,103.4,88.7,88.2,106.5,136.5,67.5,105.6,91.6,102.6,139.4,86.1,87.4,80.3,82.2,117.3,1091.5,112.6,85.7,96,90.1,88,110.3,87,69.9,66.7,,86.6,114.8,
199207,99,99.2,100.2,100.7,100.6,96,91.8,96.8,107.9,101.3,103.1,89.6,96.1,86.7,82.2,96.1,94.1,113,91.3,93.4,112,103.9,91.5,91.3,93.6,91.2,95.1,91.9,91.3,115.5,82.7,62.1,73.5,149.2,263.3,139.7,137.6,104.4,135.9,84.3,103.5,108.7,107.9,109,100.9,105.4,90.8,99.7,102.3,88.8,88.2,106.4,136.3,67.5,105.1,91.9,102.6,135,86.1,87.4,80.3,82.2,117.1,1091.5,111.7,85.7,96.1,90.1,88.2,110.4,86.6,69.9,66.7,,86.6,114.7,
199208,99.3,99.1,100.6,100.6,100.5,97.1,97.6,96.9,107.9,103.9,107.6,89.5,96,90.8,88.7,102.5,100.7,112.8,91.3,93.9,112,103.9,91.5,91.4,93.8,91.2,95.2,92.1,91.3,115.5,82.7,62.1,73.5,149.3,263.8,140.1,137.5,104.4,135.5,84.3,100.9,105,108,104.8,97.5,100.5,90.8,99.3,101.5,88.8,88.1,106.4,136.2,67.5,105.2,92,102.7,135,86.1,87.4,80.3,82.2,118.4,1083.7,114.1,85.9,97.2,90.3,88.4,110.4,87,69.9,66.7,,86.6,115.8,
199209,99.7,99.5,101.2,101.2,101,97.4,98.8,97,108.1,101.2,102.7,89.5,97,94.6,94.9,103.8,102.1,112.7,91.3,94.1,112.1,103.9,91.7,91.5,93.9,91.3,95.3,92.3,91.4,115.5,82.7,62.7,73.5,149.6,264.4,140.4,139.2,104.5,135.5,84.4,106.1,111.7,109.5,112.2,105.1,110.9,91.7,100.5,102.8,88.9,88.2,106.4,136.3,67.5,105.3,91.7,103.1,135,86.1,87.4,80.3,82.2,117.7,1082.6,113.7,86.1,96.3,90.4,88.6,110.4,87.1,69.9,66.8,,86.6,115.2,
199210,99.8,99.7,101.2,101.3,101.3,97.1,97.2,96.9,108.4,101.6,103.7,89.6,99.7,90.4,88,107,105.5,112.7,91.4,94.2,112.2,103.9,90.7,91.7,94.1,91.5,95.6,92.6,91.7,115.5,82.8,63.4,74,149.9,265.2,140.4,139.7,104.5,135.5,84.4,107.2,112.7,109.2,113.5,106.2,112.6,91.8,100.6,104.7,89.1,88.2,106.5,136.3,67.5,105.5,91.9,103.3,135,86.1,87.4,80.3,82.2,117.5,1078.2,112.1,86.2,96.6,90.5,88.7,110.4,87.3,69.9,66.8,,86.6,115,
199211,99.6,99.9,100.9,101.5,101.4,96.1,90.3,97.3,109,101.8,103.8,89.4,99.3,84.1,77.4,96.5,94.4,112.3,91.5,94.3,112.2,103.9,91.9,91.8,94.4,91.7,95.6,92.9,91.8,115.5,82.8,64,74,149.9,265.2,140.1,139.7,104.5,135.7,84.6,107.7,113.8,109.2,114.8,106.1,112.3,92,100.9,104.8,89.2,88.2,106.5,136.3,67.5,105.6,91.9,103.5,135.1,86.1,87.4,80.3,82.2,117.5,1072.7,112,86.4,96.7,90.5,88.8,110.3,87.3,69.9,66.8,,86.6,115,
199212,99.6,100,100.9,101.6,101.5,95.9,88.5,97.4,109.1,102.8,105.5,89.4,99.3,83.4,76.3,89.2,87,112,91.7,94.3,112.1,103.8,92.1,92.1,94.7,91.8,95.8,93.3,91.8,115.5,82.9,64.3,74.1,149.6,264.1,140.6,139.4,104.6,135.2,84.6,107.2,113.1,109.4,113.9,105.5,111.5,91.9,100.9,104.8,89.5,88,106.5,135.9,67.5,105.8,92.2,103.6,135.1,86.1,87.4,80.3,82.2,118,1067.2,113.8,89.5,95.9,90.6,89.1,110.3,87.3,69.9,66.8,,86.6,115.5,
199301,99.5,99.5,100.8,100.9,100.7,97.3,96.7,97.4,109.1,104.5,108.6,89.5,97.3,91.2,89,97,95.1,112.7,91.8,94.1,112.6,103.8,92.1,92.2,94.8,91.9,96,93.7,91.8,115.5,82.9,64.5,74.1,149.6,264.4,140.5,139,104.9,134.9,84.6,101,103.6,109.2,103,98.9,102.1,91.5,100.3,103.6,89.7,87.9,106.4,135.7,67.5,105.9,92.4,103.7,135.1,86.3,87.4,80.3,82.7,117.6,1063.9,114.6,85.8,96.2,90.8,89.4,110.3,87,69.9,77.8,,86.8,115.2,
199302,99.6,99.5,100.9,100.9,100.6,97.8,98.4,97.6,109.2,104.4,108.5,89.4,99.3,93.7,92.8,97.6,95.6,112.7,92,94.5,112.4,103.8,92.2,92.3,95,92,96.1,93.9,91.8,115.5,82.9,64.4,74.1,149.6,263.8,140.5,138.8,104.8,135.1,84.6,99.5,101.7,108.9,100.7,96.6,98.9,91.2,100.2,102.8,89.9,88,106.4,135.9,67.5,105.9,92.3,103.7,135.1,86.3,87.4,80.3,82.7,118,1061.7,116,86.7,96.1,90.8,89.5,110.2,87.2,69.9,77.8,,86.8,115.5,
199303,99.9,99.7,101.3,101.3,101,97.9,99.1,97.5,109.2,103.9,107.3,89.2,98.3,93.8,92.9,101.8,100.1,112,92,94.6,112.5,103.8,92.3,92.5,95.3,92.2,96.3,94.2,91.8,115.5,82.9,64.3,74.1,149.5,263.3,141,138.3,105,134.9,84.6,102.3,106.9,108.7,106.8,97.4,100,91.4,101.1,104,90.2,88.1,106.5,136.1,67.5,105.9,92.5,103.7,135.1,86.5,87.4,80.3,83.5,118.4,1072.7,116.1,86.7,96.4,90.9,89.7,110.2,87.4,69.9,77.8,,87,115.8,
199304,100.6,100.4,101.9,102,102.1,98,99.1,97.6,109.2,104.1,107.9,89,96.6,95.2,94.8,98.1,96.2,112.7,92.2,94.7,112.5,103.8,92.7,92.8,95.6,92.4,96.5,94.7,92.2,115.5,82.9,64.1,75.9,149.3,262.7,140.1,138,104.9,134.8,85.8,105.4,110.5,109.4,111,102.4,107.1,91.9,101.3,104.9,90.5,88.5,106.4,135.9,68.3,105.8,92.5,103.5,135.1,89.4,91.1,80.3,85.2,118.9,1066.1,114.2,86.8,98,91.1,90,110.6,87.1,69.9,79,,89.3,116.2,
199305,100.7,100.6,102.1,102.2,102.4,97.8,98,97.7,109.2,102.9,105.3,88.9,98.2,94,93.1,100.3,98.5,112.1,92.2,94.6,112.5,103.8,92.8,93.1,96,92.8,96.9,94.9,92.2,115.5,83,63.9,76,148.9,261.1,140,138.1,105.1,133.9,85.8,106.8,112.2,109.6,112.8,105.2,111.1,91.9,101.4,104.9,90.6,88.7,106.4,136.5,68.3,105.8,92.5,103.6,135.1,89.7,91.2,84.9,85.2,119,1066.1,114.1,86.9,98.3,91.2,90.3,110.6,87.1,69.9,79,,89.5,116.4,
199306,100.6,100.7,102,102.2,102.4,97.3,95.5,97.6,109,101.1,102.5,88.7,97.3,93.1,91.5,96.4,94.6,112.4,92.2,94.6,112.2,103.8,92.8,93.3,96.2,93,97.3,95.2,92.4,115.5,83,63.8,76.5,148.7,260.3,140.2,137.3,105.1,134,86,106.9,112.1,109.9,112.7,105.6,111.4,92.5,101.2,104.8,90.7,88.7,106.4,136.6,68.3,105.8,92.3,103.6,135.1,89.7,91.2,84.9,85.2,119.3,1062.8,114.8,86.9,98.5,91.5,90.4,111.5,87.5,69.9,79,,89.6,116.5,
199307,100.9,100.4,102.2,101.9,102.2,98.7,103.5,97.7,108.8,100.3,100.9,88.7,96.9,106.4,113.2,96,94.2,112.1,92.2,94.8,112.6,103.8,92.9,93.5,96.4,93.2,97.4,95.3,92.4,115.5,83,63.7,76.6,148.4,260,139.3,136.5,105.3,133.6,86,103.7,108.1,109.9,108.1,101,104.7,92.4,100.6,103.4,90.9,88.6,106.4,136.2,68.3,106,92.8,103.7,135.1,89.7,91.2,84.9,85.2,119.1,1050.7,115.1,87.1,98.2,91.5,90.4,111.6,87.2,69.9,79,,89.6,116.5,
199308,101.1,100.3,102.4,101.8,102,100,111.1,97.6,108.8,102.1,104.5,88.5,95.6,115.3,127.5,98.3,96.5,112.2,92.2,94.9,112.3,103.8,93,93.6,96.5,93.3,97.4,95.5,92.4,115.5,83,63.5,76.6,148.3,260,139.2,135.8,105.3,133.3,86.1,101.1,104.5,109.9,103.9,97.7,99.9,92.7,100.2,102.6,91,88.5,106.3,136.2,68.3,106.1,93,103.8,135.1,89.7,91.2,84.9,85.2,120.1,1046.3,116.4,87.5,99.1,91.5,90.7,111.7,87,70.2,79,,89.6,117.3,
199309,101.2,100.7,102.5,102.2,102.5,99.4,107.2,97.7,108.9,99.2,99.6,88.5,96.2,114.6,126.1,91.5,89.6,111.8,92.1,95,112.7,103.8,93.1,93.8,96.6,93.5,97.5,95.7,92.4,115.5,83,63.2,76.8,148.4,259.8,139.8,136.8,105.5,132.9,86.1,105.9,110.3,110,110.6,104.9,110,93.2,101,104.1,91.1,88.5,106.3,135.8,68.3,106,92.7,103.8,135.1,89.7,91.2,84.9,85.2,119.1,1044.1,115.1,87.3,98.2,91.6,90.9,111.7,87.1,70.2,79.2,,89.6,116.4,
199310,101.1,100.9,102.4,102.4,102.7,98.5,101.1,98,110.9,100.9,102.8,88.2,97.7,101.4,104.3,97.9,96.2,112,92.2,95.3,112.6,103.7,93.1,94,96.8,93.7,97.7,95.9,92.3,115.4,83,62.9,76.8,148.3,258.7,140,137.3,105.7,132.7,86.1,106.8,111.8,110.3,112.2,105.6,111,93.3,101,105.1,91.1,88.2,106.4,135,68.3,106.2,92.8,103.8,136.3,89.7,91.2,84.9,85.2,119.5,1030.9,116.1,87.2,98.6,91.7,91,111.8,87.1,70.2,80.1,,89.6,116.7,
199311,100.6,100.9,101.8,102.4,102.6,97.1,90.7,98.3,114.8,101.3,103.5,88.2,97,88.2,82.6,90.1,88.1,111.7,92.3,95.1,112.6,103.7,93.3,94.1,97.1,93.7,97.9,96.2,91.4,113.7,82.4,62.2,77,148,257.6,140,136.9,105.6,132.4,86.2,107.1,112.3,110.2,112.9,105.5,110.7,93.9,101,105.3,91.2,88.2,106.5,134.6,68.3,105,92.8,103.7,127.3,89.7,91.2,84.9,85.2,119.2,1027.6,115.6,87.2,98.6,91.8,91.1,112.1,87.1,70.2,80.1,,89.7,116.5,
199312,100.7,100.8,101.8,102.3,102.5,97.6,93.4,98.4,115.3,101.8,104.5,88.1,96.8,94.5,92.8,83.4,81.3,111.3,92.7,95.3,112.6,103.6,93.3,94.3,97.2,93.9,98.1,96.3,91.4,113.7,82.1,62,77,147.4,255.7,139.6,135.8,105.5,132.1,86.2,106.3,111.3,111.1,111.6,104.7,109.6,93.5,100.8,105.4,91.5,88.3,106.4,134.8,68.3,105,92.9,103.7,127.3,89.7,91.2,84.9,85.2,119,1018.8,115.7,88.3,97.9,91.9,91.3,112,87,70.2,80.1,,89.7,116.4,
199401,100.8,100.4,102,101.7,101.7,99.4,103.5,98.4,115.3,103.7,108.1,88.1,95,104.2,108.5,93.3,91.5,111.4,92.7,95.2,112.9,103.6,93.5,94.4,97.3,94.1,98.2,96.5,91.3,113.7,82.1,61.9,77.1,147.1,254.4,139.8,135.1,105.5,132,86.2,100.5,102.4,110.9,101.2,98.6,101.1,93,99.9,103.9,91.6,88.3,106.7,134.7,68.3,105.1,93,103.7,127.3,89.7,91.2,84.9,85.2,119.3,1013.3,116.2,89.5,98.1,91.8,91.4,112.1,86.7,70.2,80.1,,89.7,116.7,
199402,100.8,100.3,101.9,101.6,101.5,99.8,105.2,98.6,115.4,103.6,108,87.9,97.9,105.4,110.3,97.7,96,112.1,92.8,95.3,113,103.6,93.6,94.7,97.4,94.3,98.2,96.5,91.3,113.7,82.1,61.7,77.1,146.4,252.5,139.2,133.7,105.6,131.5,86.2,98.4,99.3,110.4,97.9,96.2,97.7,92.8,99.9,103.1,91.6,88.1,106.7,134.2,68.3,105.3,92.9,103.7,129.4,89.7,91.2,84.9,85.2,119.3,1011.1,115.8,90.8,97.7,91.9,91.5,112.1,86.9,70.2,80.1,,89.7,116.6,
199403,101.2,100.7,102.4,102,102,100.5,106.2,99.1,120.2,103,107.3,87.8,98.9,104.8,109.1,104,102.7,111.5,92.8,95.4,112.8,103.6,93.7,94.7,97.5,94.4,98.4,96.6,91.3,113.7,82.1,61.6,77.3,146.1,251.4,139.4,133.3,105.7,130.9,86.2,101.2,104.8,110.3,104.2,97,98.7,93.3,100.4,104.2,91.6,88,106.7,133.9,68.3,105.4,93.3,103.7,129.4,89.7,91.2,84.9,85.2,119.3,1003.3,115.8,91.1,97.8,91.9,91.6,112,87,70.2,80.1,,89.7,116.7,
199404,101.4,101.3,102.5,102.7,102.9,99.3,98.2,99.3,122.2,102.6,106.5,87.6,98.1,96,94.4,96.7,95.2,111.9,92.5,95.5,112.9,103.7,93.9,94.9,97.9,94.5,98.7,97.1,91.6,113.7,82.1,61.4,78.2,145.9,250.6,139.4,133.5,105.6,130.5,87.1,104.3,108,110.2,107.9,102.7,106.7,93.5,100.5,105.3,91.9,88.8,106.5,133.5,69.5,105.3,93.3,103.3,130,92.3,94.4,84.9,86.2,120.2,1013.3,115.4,91.3,99.1,92,91.8,112.1,86.9,70.2,81.6,,91.8,117.4,
199405,101.5,101.6,102.7,103,103.3,98.9,95.8,99.5,122.5,101.4,104.6,87.6,96.4,91.7,87.6,100.5,99.2,111.1,92.4,95.6,113,106.7,94,95.2,98.1,94.8,99,97.3,91.6,113.7,82.1,61.3,78.5,145.9,250.3,139.4,132.8,105.8,130.5,87.1,105.9,110,110.2,110.1,105.2,110.4,93.5,100.4,105.4,91.8,88.7,106.6,133.5,69.5,105.3,93.2,103.4,130,92.4,94.6,84.9,86.4,120.8,1008.9,114.7,91.4,100.3,92.1,91.9,112.4,86.5,70.2,81.6,,91.9,117.4,
199406,101.1,101.5,102.3,102.9,103.3,97.8,89.7,99.3,121.3,98.7,99.8,87.6,95.7,89.4,83.7,89.1,87.5,111.1,92.4,95.6,113,106.8,94.1,95.4,98.4,95,99.2,97.6,92,113.7,82.1,61.3,79.7,145.7,249.8,139.3,132.5,105.8,130.3,87.3,105.6,109.4,110.2,109.4,105.2,110.2,94,100.2,105.6,91.9,88.7,106.5,133.6,69.5,105.2,93,103.3,130.1,92.4,94.6,84.9,86.4,120.5,1001.1,114.1,91.9,100,92.1,92.2,112.4,86.5,70.2,81.6,,91.9,117,
199407,100.7,101.1,101.8,102.6,102.8,97.2,87.9,99.1,119.9,97.2,97.4,87.5,95,87.7,80.8,90,88.4,110.7,92.6,95.4,113.1,106.9,94.1,95.5,98.6,95.1,99.3,97.8,92,113.7,82.1,61.2,79.8,145.2,249,138.9,131.8,105.8,129.3,87.4,102.3,105.4,110.1,104.9,100.3,103.2,93.7,99.5,104.1,92.1,88.7,106.5,133.3,69.6,105.2,93.3,103.1,130.1,92.4,94.6,84.9,86.4,120.5,992.3,114.2,92,100,92,92.3,112.3,86,70.2,81.6,,91.9,117.1,
199408,101.1,101.1,102.3,102.4,102.6,99.1,98.8,99.1,118.5,99.6,101.7,87.5,95.1,96.2,94.9,104.3,103.3,111.3,92.6,95.6,112.9,106.9,94.2,95.6,98.6,95.2,99.4,97.9,92,113.7,82.1,61.2,80.3,145.1,249,138.4,131.4,105.6,128.5,87.4,99.4,101.5,110.1,100.3,96.4,97.5,93.6,99.1,103.3,92.1,88.8,106.5,133.6,69.6,105.2,93.4,103,130.1,92.4,94.6,84.9,86.4,121.9,985.7,117.8,92.7,100.7,92,92.4,112.2,86.1,70.2,81.6,,91.9,118.3,
199409,101.4,101.2,102.5,102.5,103.3,98.7,100.7,98.1,113.1,97.9,98.8,87.7,97.8,101,102.6,103.9,102.9,111,92.2,95.5,112.8,106.9,92.9,95.9,98.7,95.5,99.5,98,92,113.7,82.1,61.1,80.3,145.2,249,138.5,132.4,105.8,128.3,87.4,104.5,107.6,109.9,107.5,104.4,108.9,94.3,99.9,104.8,92.1,88.7,106.5,133.1,69.6,105.1,93.1,103,130.1,92.5,94.6,84.9,86.4,121,974.7,116.4,92.5,100.1,92.1,92.6,112.2,86.5,70.2,81.9,,91.9,117.6,
199410,101.9,101.3,103,102.6,103.5,99.9,107.2,98.3,109.9,98.5,100.1,87.6,98.4,107,112.6,111.6,110.9,110.7,92.2,95.9,112.8,106.8,94.2,96,98.9,95.7,99.8,98.1,92,113.5,82.2,61,80.4,145.1,248.2,139,133,105.8,127.9,87.4,105.4,108.9,109.9,108.9,105.4,110.3,94.5,99.9,105.1,92.2,88.8,106.5,133.1,69.7,105.1,93.2,103,130.1,92.5,94.6,84.9,86.4,120.8,963.7,114.7,92.5,100.6,92.1,92.7,112.2,86.5,70.2,81.9,,91.9,117.3,
199411,101.6,101.3,102.6,102.6,103.5,99,102.5,98.1,109.2,99.1,101.5,87.6,97.7,102.1,104.7,104.1,103.2,110,92.2,95.9,113.3,106.9,94.3,96.3,99.1,96,99.9,98.1,92,113.5,82.2,60.6,80.4,144.9,247.9,139.4,132.8,105.7,127.5,87.4,105.6,109.5,109.7,109.7,105.2,109.9,94.5,99.8,105.3,92.2,88.7,106.5,132.8,69.7,105,93.1,102.8,130.1,92.5,94.6,84.9,86.4,120.3,952.7,114,92.8,100.3,92.2,92.7,112.2,86.6,70.2,81.9,,91.9,116.9,
199412,101.3,101.2,102.3,102.5,103.5,98.2,98.4,98.1,108.3,100.8,104.1,87.4,98.5,95,93,102.4,101.4,110,92.4,95.8,113.3,106.8,94.1,96.4,99.2,96,100,98.2,92,113.5,82.2,59.8,80.4,144.5,247.1,138.6,132.1,105.8,126.8,87.4,105.1,108.9,110,108.8,104.5,108.9,94.5,99.7,105.2,92.2,88.6,106.5,132.3,69.7,105,93.3,102.7,130.1,92.5,94.6,84.9,86.4,120.1,945,115.3,92.7,99.7,92.3,93,112.1,86.5,70.2,81.9,,91.9,116.8,
199501,101.3,100.9,102.4,102,102.9,99.6,105.6,98.2,108.4,101.7,105.1,87.6,96.9,102.3,104.6,111.8,111.1,109.3,92.4,95.6,113.8,106.7,94.6,96.5,99.3,96.2,100.4,98.3,92,113.5,82.2,59.7,80.7,144.6,246.8,138.8,131.9,106.7,125.6,87.7,99.4,100.4,109.6,99.1,98.1,99.9,93.7,99.3,104.6,92.3,88.8,106.7,131.5,69.8,105.2,93.3,102.5,131.3,92.3,94.6,84.3,86.4,120.8,946.2,115.6,92.8,100.2,92.2,93.1,112.3,86.3,70.2,81.9,,91.9,117.3,
199502,101,100.7,102,101.8,102.7,99.1,102.9,98.1,108.2,100.2,102.6,87.4,97.4,99.5,100.2,111.6,110.8,110.2,92,95.4,114,106.7,94.6,96.7,99.9,96.2,100.4,99.5,92,113.5,82.2,59.3,80.7,144.2,245.1,138.4,130.7,106.4,125.9,87.7,96.8,96.5,109.7,94.7,95.4,96.2,93.2,98.6,103.8,92.2,88.7,106.5,131.4,69.8,105.4,93.2,102.2,134.3,92.3,94.6,84.3,86.4,120.4,933.8,115.5,92.8,100,92.3,93.2,112.3,86.4,70.2,81.9,,91.9,117,
199503,100.9,100.9,102,102,103,98.2,98.4,98,108.2,100.4,103.2,87,97.1,94.1,92,105.4,104.5,110.5,91.9,95.2,114.7,106.7,94.6,96.7,99.9,96.2,100.5,99.6,92,113.5,82.3,59.1,80.8,143.6,244.1,138.4,129.3,106,125.6,87.7,99.9,102.9,108.7,102.3,95.9,96.8,93.4,99.5,103.8,92.3,88.6,106.4,131,69.8,105.5,93.6,102,135.4,92.4,94.6,84.3,86.7,120.3,919.5,115.9,92.7,99.9,92.2,93.3,112.2,86.1,70.2,81.9,,92,117,
199504,101.2,101.3,102.3,102.4,103.6,97.9,97.3,97.9,108.1,100.6,103.8,87.1,96.9,94.9,93.1,98.1,96.8,110.2,92.2,95.6,115.4,106.8,94.1,96.9,100.3,96.3,100.7,100.1,92,113.5,82.4,58.9,81,143.6,243.7,138.2,128.7,106.2,125.1,88.3,103.5,105.8,108.7,105.5,103.7,108,93.8,99.9,104.9,92.4,88.6,106.3,130.4,69.9,105.5,94.1,101.7,135.4,95.1,97.4,85.1,89,119.5,909.7,113.8,92.7,99.7,92.3,93.6,112.2,86,70.2,82.4,,94,116.3,
199505,101.4,101.4,102.5,102.5,103.7,98.3,100.7,97.6,108.1,99.2,101.5,87.1,96.6,98.6,98.9,106.5,105.6,109.3,92.2,95.1,115.3,106.7,93.4,97.1,100.5,96.6,100.9,100.1,92,113.5,82.4,58.7,81,143.3,242.9,138.1,129.2,106.3,124.8,88.4,104.9,108.2,109.6,108,104.9,109.6,94.3,100.1,105.2,92.4,88.7,106.4,130.9,69.9,105.4,94.1,101.5,135.4,95.1,97.4,85.1,89,119.8,903.5,114.3,92.8,100.2,92.3,93.8,112.1,86,70.2,82.5,,94,116.7,
199506,101.3,101.3,102.4,102.4,103.7,98.1,100,97.6,108,99,101.1,87.4,95.5,95.3,93.7,112.3,111.6,110,92.2,95.1,114.6,106.7,93.4,97.3,100.6,96.8,101,100.2,92,113.5,82.4,58.6,81,143,242.2,138.2,128.8,106,124.4,88.4,104.6,107.5,109.4,107.3,105,109.3,94.9,100.1,105.1,92.5,88.7,106.7,130.5,69.9,105.2,94,101.2,135.3,95.1,97.4,85.1,89,119.3,897.2,113,93.1,100,92.4,94,112.2,86.1,70.2,82.5,,94,116.2,
199507,100.8,100.9,101.7,102,103.4,97.1,94.5,97.5,107.9,97.6,99.1,87.4,95.2,92.3,89,100.4,99.3,108.5,92.5,95.1,114.4,106.6,93.4,97.5,100.8,97,101.1,100.5,92,113.3,82.4,58.4,81.1,142.6,241.7,137.1,128.1,105.6,124.1,88.5,101.4,103.7,109.6,103.1,100.1,102.2,95,99.4,103.7,92.6,89.1,108.7,130.4,69.9,105,94.3,100.7,135.3,95,97.4,85.1,88.7,118.7,885.7,111.9,93,99.7,92.3,94.1,112.1,85.5,70.2,82.5,,93.9,115.6,
199508,100.9,100.8,101.8,101.8,103.2,97.8,98.8,97.5,108.1,99,101.8,87.2,95,95.3,93.7,106.2,105.4,108.7,92.4,95.3,114.8,106.6,93.4,97.6,101,97.1,101.2,100.9,92,113.3,82.4,58.3,81.1,142.4,241,136.8,127.4,105.8,124.3,88.6,99,100.7,109.1,99.5,96.7,97.1,95.2,98.7,103.1,92.6,89.1,108.4,130.2,69.9,105,94.5,100.6,135.4,95,97.4,85.1,88.6,119.3,875.9,112.8,93.2,100.4,92.3,94,112,85.5,70.2,82.5,,93.9,116.2,
199509,101.5,101.4,102.5,102.4,104,98.2,100.8,97.5,107.7,98.5,101,87.5,98.2,99.5,100.3,104.9,104,107.8,92.2,95,114.7,106.5,93.4,97.7,101,97.2,101.2,100.8,92,113.3,82.4,58.2,81.1,142.6,240.8,138.1,128.1,105.9,124.3,88.6,105,108.5,111.1,108.1,104.9,109,95.6,100.2,104.2,92.6,89.1,108.4,130.2,69.9,105.5,96.8,100.1,135.4,95.2,97.4,85.1,89.2,119.1,868.7,113.6,93.2,100,92.3,94.2,111.7,85.7,70.2,82.5,,94.2,116.5,
